reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.1,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.15,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.2,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.25,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.3,1.352441933577765
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.35,41.88258369704401
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.4,50.13362924142666
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.45,52.93729155249981
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.5,71.594234575
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.55,79.98695769750019
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.6,82.79062000857334
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.65,91.041665552956
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.7,131.57180731642222
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.75,137.1195890930356
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.8,138.07798084617338
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.85,140.67932989040443
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.9,189.9901780075
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.95,189.9901780075
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.975,189.9901780075
2026-05-09,2,wk inc rsv hosp,2026-05-23,27,quantile,0.99,189.9901780075
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.01,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.025,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.05,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.1,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.15,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.2,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.25,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.3,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.35,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.4,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.45,11.629966531254224
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.5,13.313296069999996
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.55,14.352638218745776
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.6,28.576231402716065
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.65,35.936669526434684
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.7,36.459478403608045
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.75,42.52406137881864
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.8,62.948048546525925
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.85,62.97608043921926
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.9,64.73722970644889
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.95,67.44763972250223
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.975,71.014196075
2026-05-09,2,wk inc rsv hosp,2026-05-23,35,quantile,0.99,71.014196075
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.01,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.025,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.05,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.1,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.15,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.2,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.25,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.3,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.35,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.4,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.45,30.64061945477497
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.5,54.48554157500006
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.55,64.46259129522502
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.6,127.1179124055776
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.65,154.5833596228841
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.7,193.5599483086178
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.75,237.76765957146668
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.8,239.88796980938668
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.85,242.00222397109928
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.9,412.9917169786594
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.95,451.97511908562217
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.975,461.120097625
2026-05-09,2,wk inc rsv hosp,2026-05-23,36,quantile,0.99,461.120097625
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.01,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.025,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.05,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.1,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.15,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.2,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.25,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.3,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.35,6.634533141910649
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.4,7.549267088454088
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.45,10.461613942736218
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.5,12.6144475845
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.55,13.99977723226378
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.6,16.912124086545912
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.65,17.82685803308935
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.7,53.04269197772411
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.75,65.64630669588927
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.8,67.31040606241115
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.85,78.44281927291239
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.9,80.94192614548518
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.95,126.3370853375
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.975,126.3370853375
2026-05-09,2,wk inc rsv hosp,2026-05-23,41,quantile,0.99,126.3370853375
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.01,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.025,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.05,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.1,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.15,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.2,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.25,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.3,23.393124463161183
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.35,33.811551372432355
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.4,41.51093776691613
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.45,49.33447914673658
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.5,60.354161592500006
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.55,64.99364135326343
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.6,72.81718273308388
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.65,80.51656912756766
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.7,90.93499603683884
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.75,124.26688427080002
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.8,125.03791880808002
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.85,127.93570153446449
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.9,137.21062156572
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.95,220.6754799833333
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.975,220.6754799833333
2026-05-09,2,wk inc rsv hosp,2026-05-23,47,quantile,0.99,220.6754799833333
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.01,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.025,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.05,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.1,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.15,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.2,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.25,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.3,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.35,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.4,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.45,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.5,14.1107197625
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.55,20.817536629998067
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.6,20.9094352977954
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.65,34.359336823817344
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.7,36.60445602027598
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.75,61.73787540223631
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.8,65.66521819209999
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.85,69.30870726250001
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.9,69.30870726250001
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.95,69.30870726250001
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.975,69.30870726250001
2026-05-09,2,wk inc rsv hosp,2026-05-23,49,quantile,0.99,69.30870726250001
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.01,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.025,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.05,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.1,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.15,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.2,0.0
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.25,345.5528903548152
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.3,634.716022088681
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.35,1007.4163617679978
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.4,1227.4581928933446
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.45,1363.320988573591
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.5,1969.2354235
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.55,2048.464786426409
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.6,2184.327582106655
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.65,2404.369413232002
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.7,2777.0697529113186
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.75,3066.2328846451846
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.8,4353.049748642696
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.85,5041.666317233629
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.9,5076.231770428296
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.95,5476.808307500001
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.975,5476.808307500001
2026-05-09,2,wk inc rsv hosp,2026-05-23,US,quantile,0.99,5476.808307500001
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.01,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.025,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.05,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.1,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.15,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.2,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.25,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.3,8.389787176169335
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.35,10.278695472058176
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.4,56.99508419505802
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.45,58.38581471184266
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.5,71.09380106666663
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.55,74.38098228815734
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.6,75.77171280494198
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.65,122.48810152794182
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.7,124.37700982383066
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.75,150.94043922848334
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.8,158.52888799837675
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.85,300.5249382026933
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.9,312.33046943667
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.95,386.1394504
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.975,386.1394504
2026-05-09,3,wk inc rsv hosp,2026-05-30,06,quantile,0.99,386.1394504
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.01,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.025,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.05,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.1,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.15,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.2,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.25,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.3,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.35,23.856848782359133
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.4,29.936489717036004
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.45,32.92120895224034
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.5,45.78836839166669
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.55,56.41261729775966
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.6,59.397336532964
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.65,65.47697746764086
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.7,131.55483038130697
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.75,145.18350104388347
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.8,234.6572243975216
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.85,261.553891728515
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.9,280.25095905
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.95,280.25095905
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.975,280.25095905
2026-05-09,3,wk inc rsv hosp,2026-05-30,08,quantile,0.99,280.25095905
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.01,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.025,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.05,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.1,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.15,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.2,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.25,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.3,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.35,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.4,3.690052337073976
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.45,7.292830268712718
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.5,21.57493799666667
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.55,24.517879331287283
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.6,28.120657262926024
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.65,36.67303979293001
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.7,48.77706016602
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.75,53.794463681884295
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.8,66.999162562115
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.85,77.31654436373103
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.9,79.34560755000001
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.95,79.34560755000001
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.975,79.34560755000001
2026-05-09,3,wk inc rsv hosp,2026-05-30,09,quantile,0.99,79.34560755000001
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.01,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.025,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.05,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.1,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.15,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.2,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.25,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.3,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.35,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.4,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.45,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.5,18.027544058333305
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.55,32.10326477234268
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.6,36.88579291488993
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.65,108.20670297986337
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.7,116.717062764215
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.75,153.2426075785
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.8,191.0897040485733
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.85,193.92563420512
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.9,237.81292742300008
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.95,253.7751924083334
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.975,253.7751924083334
2026-05-09,3,wk inc rsv hosp,2026-05-30,13,quantile,0.99,253.7751924083334
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.01,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.025,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.05,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.1,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.15,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.2,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.25,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.3,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.35,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.4,1.5474099462559234
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.45,10.866435359491682
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.5,16.403739854166677
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.55,17.740937815508317
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.6,27.059963228744078
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.65,38.318964560642826
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.7,45.38101243417731
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.75,52.001263780682095
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.8,58.05441376107531
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.85,85.70158477735833
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.9,90.605782380988
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.95,91.86444972528132
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.975,91.8940654275
2026-05-09,3,wk inc rsv hosp,2026-05-30,24,quantile,0.99,91.8940654275
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.01,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.025,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.05,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.1,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.15,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.2,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.25,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.3,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.35,9.6986782840699
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.4,14.969550111393334
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.45,18.49207029818575
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.5,36.7121476
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.55,37.77139870181425
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.6,41.29391888860667
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.65,46.5647907159301
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.7,59.399829145510864
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.75,145.67001229286433
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.8,160.02143847647383
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.85,182.7526085505796
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.9,184.584534236564
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.95,208.17922753333332
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.975,208.17922753333332
2026-05-09,3,wk inc rsv hosp,2026-05-30,26,quantile,0.99,208.17922753333332
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.01,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.025,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.05,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.1,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.15,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.2,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.25,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.3,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.35,7.3182892590682656
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.4,17.096819653630412
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.45,53.09100480568567
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.5,69.62710874166666
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.55,85.58509944431431
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.6,121.57928459636958
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.65,131.35781499093173
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.7,143.289068303007
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.75,160.96633613280375
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.8,173.35018988335992
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.85,174.77909608534708
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.9,195.0079250625
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.95,195.0079250625
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.975,195.0079250625
2026-05-09,3,wk inc rsv hosp,2026-05-30,27,quantile,0.99,195.0079250625
2026-05-09,3,wk inc rsv hosp,2026-05-30,35,quantile,0.01,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,35,quantile,0.025,0.0
2026-05-09,3,wk inc rsv hosp,2026-05-30,35,quantile,0.05,0.0
