reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-05-09,wk inc rsv hosp,0,2026-05-09,48,quantile,0.55,81.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,48,quantile,0.6,87.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,48,quantile,0.65,98.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,48,quantile,0.7,102.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,48,quantile,0.75,111.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,48,quantile,0.8,113.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,48,quantile,0.85,127.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,48,quantile,0.9,137.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,48,quantile,0.95,156.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,48,quantile,0.975,187.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,48,quantile,0.99,279.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.01,1.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.025,2.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.05,3.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.1,4.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.15,5.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.2,6.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.25,7.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.3,7.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.35,7.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.4,9.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.45,9.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.5,9.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.55,9.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.6,10.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.65,10.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.7,11.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.75,13.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.8,14.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.85,16.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.9,19.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.95,20.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.975,29.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,49,quantile,0.99,41.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.01,1.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.025,2.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.05,2.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.1,3.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.15,3.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.2,3.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.25,4.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.3,4.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.35,4.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.4,5.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.45,5.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.5,5.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.55,5.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.6,6.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.65,7.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.7,7.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.75,8.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.8,8.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.85,9.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.9,10.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.95,10.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.975,14.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,50,quantile,0.99,20.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.01,3.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.025,12.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.05,14.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.1,17.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.15,17.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.2,18.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.25,19.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.3,20.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.35,21.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.4,22.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.45,23.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.5,24.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.55,24.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.6,25.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.65,25.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.7,28.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.75,31.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.8,33.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.85,37.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.9,44.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.95,49.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.975,61.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,51,quantile,0.99,89.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.01,5.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.025,12.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.05,14.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.1,16.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.15,17.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.2,18.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.25,18.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.3,18.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.35,19.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.4,20.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.45,20.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.5,20.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.55,23.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.6,23.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.65,23.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.7,25.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.75,28.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.8,29.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.85,31.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.9,35.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.95,41.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.975,53.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,53,quantile,0.99,75.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.01,6.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.025,13.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.05,14.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.1,17.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.15,19.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.2,20.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.25,20.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.3,21.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.35,22.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.4,22.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.45,23.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.5,24.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.55,26.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.6,27.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.65,28.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.7,30.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.75,31.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.8,33.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.85,34.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.9,38.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.95,45.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.975,58.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,54,quantile,0.99,68.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.01,8.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.025,26.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.05,32.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.1,36.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.15,39.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.2,41.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.25,44.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.3,45.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.35,47.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.4,49.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.45,49.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.5,51.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.55,53.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.6,55.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.65,57.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.7,58.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.75,62.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.8,64.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.85,68.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.9,72.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.95,75.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.975,97.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,55,quantile,0.99,117.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.01,0.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.025,0.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.05,0.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.1,1.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.15,2.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.2,2.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.25,2.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.3,2.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.35,2.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.4,3.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.45,3.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.5,3.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.55,4.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.6,4.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.65,5.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.7,5.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.75,6.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.8,7.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.85,7.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.9,9.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.95,13.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.975,22.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,56,quantile,0.99,30.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.01,3.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.025,6.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.05,11.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.1,14.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.15,15.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.2,16.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.25,17.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.3,18.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.35,19.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.4,19.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.45,20.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.5,21.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.55,22.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.6,23.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.65,23.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.7,25.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.75,27.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.8,27.5
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.85,29.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.9,31.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.95,34.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.975,46.0
2026-05-09,wk inc rsv hosp,0,2026-05-09,72,quantile,0.99,59.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.01,2.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.025,3.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.05,3.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.1,5.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.15,5.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.2,6.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.25,7.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.3,7.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.35,8.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.4,8.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.45,8.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.5,9.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.55,9.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.6,10.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.65,11.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.7,12.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.75,13.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.8,14.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.85,16.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.9,19.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.95,27.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.975,38.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,01,quantile,0.99,49.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.01,0.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.025,0.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.05,0.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.1,0.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.15,0.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.2,0.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.25,0.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.3,1.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.35,1.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.4,1.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.45,1.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.5,1.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.55,1.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.6,2.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.65,2.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.7,3.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.75,3.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.8,3.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.85,4.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.9,5.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.95,7.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.975,11.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,02,quantile,0.99,17.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.01,4.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.025,7.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.05,10.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.1,12.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.15,13.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.2,14.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.25,14.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.3,15.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.35,16.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.4,17.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.45,17.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.5,20.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.55,20.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.6,23.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.65,24.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.7,27.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.75,27.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.8,28.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.85,32.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.9,35.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.95,42.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.975,53.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,04,quantile,0.99,74.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.01,1.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.025,2.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.05,3.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.1,3.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.15,4.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.2,4.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.25,6.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.3,6.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.35,6.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.4,7.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.45,7.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.5,7.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.55,7.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.6,7.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.65,8.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.7,9.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.75,11.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.8,11.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.85,12.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.9,15.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.95,21.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.975,32.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,05,quantile,0.99,43.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.01,10.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.025,38.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.05,48.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.1,57.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.15,58.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.2,62.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.25,63.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.3,63.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.35,63.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.4,70.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.45,71.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.5,75.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.55,81.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.6,92.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.65,92.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.7,98.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.75,107.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.8,112.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.85,127.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.9,141.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.95,170.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.975,201.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,06,quantile,0.99,332.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.01,4.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.025,15.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.05,18.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.1,20.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.15,22.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.2,22.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.25,23.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.3,24.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.35,24.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.4,25.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.45,25.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.5,26.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.55,26.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.6,26.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.65,27.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.7,29.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.75,34.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.8,34.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.85,35.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.9,40.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.95,45.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.975,64.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,08,quantile,0.99,87.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,09,quantile,0.01,3.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,09,quantile,0.025,6.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,09,quantile,0.05,8.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,09,quantile,0.1,10.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,09,quantile,0.15,11.5
2026-05-09,wk inc rsv hosp,1,2026-05-16,09,quantile,0.2,12.0
2026-05-09,wk inc rsv hosp,1,2026-05-16,09,quantile,0.25,12.5
