output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.75,0.003336682118900013,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,15
quantile,0.8,0.003476268910370653,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,15
quantile,0.85,0.0036456130112401067,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,15
quantile,0.9,0.003871449288735517,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,15
quantile,0.95,0.004210935644097878,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,15
quantile,0.975,0.004509392971898894,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,15
quantile,0.99,0.004888056442605428,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,15
quantile,0.01,8.642569508630788e-4,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.025,9.720416357289412e-4,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.05,0.0010700610643688292,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.1,0.001199177188313695,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.15,0.0012849122514755657,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.2,0.0013577550601834962,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.25,0.0014289896919719273,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.3,0.0014873621282995022,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.35,0.0015498498175793532,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.4,0.0015985963591890358,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.45,0.001644298163053645,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.5,0.0016928575308252,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.55,0.00174709753151346,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.6,0.0017947266136631918,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.65,0.0018564524722648993,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.7,0.0019192295314412755,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.75,0.002001756497895635,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.8,0.0020713081330552526,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.85,0.002157224534829135,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.9,0.002274985633878165,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
quantile,0.95,0.002463271805155822,2026-05-09,wk inc rsv prop ed visits,0,2026-05-09,19
