reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.45,21
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.5,22
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.55,26
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.6,27
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.65,31
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.7,34
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.75,39
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.8,43
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.85,48
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.9,55
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.95,63
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.975,72
2026-05-02,37,3,wk inc rsv hosp,2026-05-23,quantile,0.99,79
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.01,4.5
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.025,6.25
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.05,7.25
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.1,8.75
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.15,9.75
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.2,10.5
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.25,10.5
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.3,11.25
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.35,11.5
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.4,11.75
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.45,12.75
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.5,13.25
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.55,14.25
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.6,14.5
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.65,14.75
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.7,15.75
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.75,15.75
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.8,17.25
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.85,18.5
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.9,18.75
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.95,22
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.975,24.5
2026-05-02,38,0,wk inc rsv hosp,2026-05-02,quantile,0.99,27.5
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.01,3
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.025,4
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.05,5
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.1,6.25
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.15,7.25
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.2,7.5
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.25,7.75
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.3,8.25
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.35,8.5
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.4,9
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.45,9.5
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.5,10
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.55,11
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.6,11.5
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.65,12.5
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.7,13
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.75,14.25
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.8,14.75
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.85,15.5
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.9,16.5
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.95,19.5
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.975,21.5
2026-05-02,38,1,wk inc rsv hosp,2026-05-09,quantile,0.99,26
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.01,2
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.025,2
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.05,2
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.1,3
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.15,4
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.2,4.5
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.25,4.5
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.3,5
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.35,6
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.4,6.5
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.45,7
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.5,7.5
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.55,8
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.6,9
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.65,9
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.7,10
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.75,10
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.8,11
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.85,12
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.9,13
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.95,14
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.975,16
2026-05-02,38,2,wk inc rsv hosp,2026-05-16,quantile,0.99,20
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.01,0.5
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.025,1.5
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.05,1.5
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.1,2.5
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.15,3
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.2,3
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.25,3.5
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.3,4
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.35,4
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.4,5
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.45,5
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.5,6
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.55,6
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.6,7
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.65,7
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.7,8
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.75,8
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.8,9
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.85,10
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.9,11
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.95,12
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.975,14
2026-05-02,38,3,wk inc rsv hosp,2026-05-23,quantile,0.99,17
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.01,21.25
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.025,38.2375
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.05,45
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.1,53
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.15,59
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.2,62.75
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.25,65.25
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.3,68
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.35,70.25
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.4,73.5
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.45,75
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.5,77.25
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.55,79.5
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.6,83.5
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.65,87
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.7,91.25
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.75,96
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.8,100.60000000000002
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.85,109
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.9,117.5
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.95,132.25
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.975,143
2026-05-02,39,0,wk inc rsv hosp,2026-05-02,quantile,0.99,176.505
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.01,14.5
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.025,28
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.05,32.5
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.1,38.25
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.15,41.5
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.2,44.5
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.25,46.75
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.3,48.25
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.35,51.25
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.4,53.5
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.45,55.5
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.5,57.75
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.55,59.5
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.6,63.25
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.65,65
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.7,69
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.75,72.75
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.8,77.75
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.85,83.75
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.9,90.25
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.95,101.5
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.975,118
2026-05-02,39,1,wk inc rsv hosp,2026-05-09,quantile,0.99,150.005
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.01,9
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.025,22
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.05,28
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.1,35
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.15,39
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.2,43
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.25,43
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.3,45
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.35,45.5
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.4,48
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.45,49
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.5,49
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.55,51
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.6,51
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.65,54.5
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.7,57
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.75,63
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.8,64.5
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.85,76.5
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.9,78.5
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.95,91.5
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.975,105
2026-05-02,39,2,wk inc rsv hosp,2026-05-16,quantile,0.99,158
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.01,5.5
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.025,15
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.05,18
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.1,25
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.15,29
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.2,32
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.25,32.5
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.3,33.5
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.35,35
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.4,38
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.45,39.5
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.5,40.5
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.55,41.5
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.6,41.5
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.65,45
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.7,47
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.75,49.5
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.8,53
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.85,58.5
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.9,66.5
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.95,80
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.975,96
2026-05-02,39,3,wk inc rsv hosp,2026-05-23,quantile,0.99,128
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.01,1.5
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.025,2.5
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.05,3
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.1,4
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.15,4.25
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.2,5.25
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.25,6
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.3,6.5
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.35,7.5
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.4,7.5
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.45,8.25
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.5,8.25
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.55,9
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.6,9
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.65,10.75
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.7,11.25
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.75,12.75
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.8,13.5
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.85,15.75
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.9,17.25
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.95,21.25
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.975,25.5
2026-05-02,40,0,wk inc rsv hosp,2026-05-02,quantile,0.99,29
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.01,0.75
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.025,1.5
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.05,1.75
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.1,3
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.15,3.75
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.2,4.25
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.25,5
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.3,5.25
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.35,5.75
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.4,6
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.45,6.5
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.5,7
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.55,7.25
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.6,8.25
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.65,8.5
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.7,9.5
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.75,10.5
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.8,11.75
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.85,14.25
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.9,15.5
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.95,20.25
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.975,24.5
2026-05-02,40,1,wk inc rsv hosp,2026-05-09,quantile,0.99,28.504999999999995
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.01,0.5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.025,1
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.05,1
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.1,2
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.15,2
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.2,3
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.25,3
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.3,4
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.35,4
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.4,5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.45,5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.5,5.5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.55,6.5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.6,6.5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.65,6.5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.7,7
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.75,8
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.8,8.5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.85,10.5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.9,10.5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.95,15.5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.975,21.5
2026-05-02,40,2,wk inc rsv hosp,2026-05-16,quantile,0.99,27
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.01,0
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.025,0
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.05,1
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.1,1
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.15,2
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.2,2
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.25,2
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.3,3
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.35,3
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.4,4
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.45,4
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.5,4.5
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.55,5
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.6,5
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.65,5.5
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.7,5.5
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.75,6.5
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.8,7
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.85,8.5
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.9,9.5
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.95,12
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.975,16.5
2026-05-02,40,3,wk inc rsv hosp,2026-05-23,quantile,0.99,24.5
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.01,5.5
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.025,8
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.05,9.5
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.1,12.25
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.15,13.75
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.2,15.5
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.25,16
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.3,17
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.35,17.5
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.4,18
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.45,19
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.5,20.25
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.55,20.75
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.6,21.5
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.65,22.75
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.7,24.5
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.75,26
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.8,26.5
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.85,28.5
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.9,30.5
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.95,33.5
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.975,39.75
2026-05-02,41,0,wk inc rsv hosp,2026-05-02,quantile,0.99,48.5
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.01,3.745000000000001
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.025,5.5
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.05,7
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.1,9.25
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.15,10
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.2,11.25
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.25,12
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.3,13.25
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.35,13.75
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.4,14.5
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.45,15.25
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.5,16
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.55,17
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.6,17.75
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.65,18.75
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.7,19.5
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.75,21.75
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.8,23.5
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.85,25
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.9,27
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.95,31.75
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.975,38.01249999999993
2026-05-02,41,1,wk inc rsv hosp,2026-05-09,quantile,0.99,51.5
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.01,2
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.025,3.5
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.05,3.5
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.1,6
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.15,7
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.2,7
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.25,8
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.3,8.5
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.35,9.5
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.4,10.5
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.45,11
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.5,11
2026-05-02,41,2,wk inc rsv hosp,2026-05-16,quantile,0.55,12
