reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.01,4.6658232604854894e-4
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.025,5.855897551089312e-4
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.05,7.00820552656916e-4
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.1,8.561535465737467e-4
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.15,9.656904596357953e-4
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.2,0.0010668098790384585
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.25,0.001159264612989435
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.3,0.0012426934861292321
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.35,0.0013233366404599763
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.4,0.0014079210832338923
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.45,0.001482638586713854
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.5,0.0015635033594810339
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.55,0.0016480272337340359
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.6,0.0017434949063179364
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.65,0.001831547281778873
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.7,0.0019354422576340798
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.75,0.002060776933407815
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.8,0.002202091225301706
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.85,0.002378469755788127
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.9,0.0026142472567390294
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.95,0.003041582896145538
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.975,0.003442488639397477
2026-05-02,10,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.99,0.003876779379678533
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.01,3.9056484252662587e-4
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.025,4.8301780862697926e-4
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.05,5.834758215533572e-4
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.1,7.022943380829926e-4
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.15,8.039970124160943e-4
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.2,8.945150670734612e-4
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.25,9.732472379266626e-4
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.3,0.001045065441011402
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.35,0.0011166361477952511
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.4,0.0011859879651977675
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.45,0.0012559323080416167
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.5,0.0013274418326583957
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.55,0.0014123712973034914
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.6,0.0014950281350773992
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.65,0.0015847860863564581
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.7,0.0016927920156218931
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.75,0.0017957284541255192
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.8,0.0019346951024274439
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.85,0.002115109904914716
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.9,0.0023269141678936996
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.95,0.0026841707686519334
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.975,0.0030656882676607256
2026-05-02,10,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.99,0.003606490601609838
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.01,2.7625669608363675e-4
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.025,3.6122942620627374e-4
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.05,4.3687826389496315e-4
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.1,5.56847990355776e-4
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.15,6.488671949589703e-4
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.2,7.298754201590779e-4
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.25,8.00985113410098e-4
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.3,8.78701392405397e-4
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.35,9.425136155589469e-4
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.4,0.0010097088287827705
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.45,0.0010817580822987804
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.5,0.0011566663826815414
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.55,0.0012289202501750605
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.6,0.001307347501738131
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.65,0.00139275317312657
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.7,0.0014859650902476753
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.75,0.0015953205231107527
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.8,0.0017196074593276997
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.85,0.0018824243132873112
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.9,0.002154715160949365
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.95,0.0025219734836721334
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.975,0.002944608566325108
2026-05-02,10,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.99,0.0033679723613962397
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.01,8.16263241977324e-5
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.025,1.0469000594816027e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.05,1.2601944402141838e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.1,2.329472371234681e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.15,2.620444294275633e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.2,2.8499049888292357e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.25,3.6661211812015124e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.3,3.954168439127294e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.35,4.172187024700704e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.4,4.421306724297138e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.45,5.15804203934038e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.5,5.470365989201654e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.55,5.742780168010711e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.6,6.387287931746681e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.65,6.83657730142252e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.7,7.227505941482149e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.75,7.936437293322499e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.8,8.562021301416242e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.85,9.419578576814625e-4
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.9,0.001039532890947752
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.95,0.00123616144232073
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.975,0.0013960145620740714
2026-05-02,11,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.99,0.001642758068256549
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.01,5.286449391228298e-5
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.025,7.629599461972218e-5
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.05,9.715701030729265e-5
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.1,1.2365228644800494e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.15,2.1723110332749187e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.2,2.442804759076243e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.25,2.636808298625367e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.3,2.8359813419484103e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.35,3.5917771627353264e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.4,3.892628161842449e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.45,4.1278588935013e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.5,4.385826071569101e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.55,5.14577910642894e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.6,5.478878681213431e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.65,5.838970166286771e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.7,6.61281004236885e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.75,7.105874553677671e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.8,7.952667690461976e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.85,8.988995206620977e-4
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.9,0.0010199751428997639
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.95,0.0012566976625893718
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.975,0.0014472407205103482
2026-05-02,11,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.99,0.0018363159615705934
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.01,6.960226542156517e-5
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.025,1.0311730089891521e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.05,1.401819343537738e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.1,1.8727862796134105e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.15,2.23829980178811e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.2,2.594942919289228e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.25,2.9169156935858145e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.3,3.23005674108131e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.35,3.5256622059109456e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.4,3.820559187547725e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.45,4.13047772762225e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.5,4.468212752730779e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.55,4.8210847459535767e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.6,5.17349136521276e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.65,5.575452877110172e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.7,6.031708918145989e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.75,6.5263896920838e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.8,7.142701259760964e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.85,7.87040442712729e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.9,8.78357141124407e-4
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.95,0.0010274597992525828
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.975,0.0011773492423418758
2026-05-02,11,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.99,0.0013595090126056752
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.01,5.160634414641445e-5
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.025,7.973685384813853e-5
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.05,1.0849691009348224e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.1,1.5340088755108998e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.15,1.9154003460413634e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.2,2.2284047609686755e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.25,2.5192103990823026e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.3,2.8060304376604833e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.35,3.083644308383407e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.4,3.389067207367212e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.45,3.701674151817484e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.5,4.018509781632412e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.55,4.340425472685351e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.6,4.717887379584388e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.65,5.128159007654362e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.7,5.598299540793814e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.75,6.059357532769546e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.8,6.682908932295941e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.85,7.414273237132036e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.9,8.365459842143241e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.95,9.837204535991552e-4
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.975,0.0011562329898555607
2026-05-02,11,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.99,0.0014179594336997672
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.01,7.094511765380568e-4
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.025,7.805769193905981e-4
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.05,8.51253061071165e-4
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.1,9.228422051851581e-4
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.15,9.756308695384459e-4
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.2,0.0010257832713329888
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.25,0.001069536270740525
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.3,0.0011078945304425812
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.35,0.0011436407056991554
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.4,0.0011813984635817834
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.45,0.0012166201710029339
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.5,0.0012510094609302605
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.55,0.0012868709242299958
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.6,0.0013273750019709932
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.65,0.0013681262521502396
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.7,0.0014165909633828302
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.75,0.0014625347285321115
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.8,0.001523362244256058
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.85,0.0015928370637046576
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.9,0.001683760555817154
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.95,0.0018351405740580028
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.975,0.0019752646780971674
2026-05-02,12,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.99,0.0021380457331573394
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.01,5.182886436117154e-4
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.025,5.900272394071057e-4
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.05,6.522776313809367e-4
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.1,7.381516839575887e-4
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.15,8.006108280472271e-4
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.2,8.557905882970591e-4
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.25,9.066225912442991e-4
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.3,9.526646985535655e-4
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.35,9.929630942785315e-4
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.4,0.001037338741253055
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.45,0.0010808453555691557
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.5,0.0011249562779124193
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.55,0.001171309515941886
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.6,0.0012130813804058747
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.65,0.0012651828341058856
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.7,0.00131736512302737
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.75,0.0013751629233272054
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.8,0.001447331965158396
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.85,0.001536989998634158
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.9,0.0016560756587604849
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.95,0.0018391030709294523
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.975,0.002021507528217992
2026-05-02,12,1,wk inc rsv prop ed visits,2026-05-09,quantile,0.99,0.002316574194128743
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.01,1.9481077885992394e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.025,2.598737245232794e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.05,3.179843357627201e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.1,4.0468856263944886e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.15,4.7102446419216616e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.2,5.291125879311109e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.25,5.82956778930615e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.3,6.371862537340834e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.35,6.882405305874056e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.4,7.32891661558458e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.45,7.778097334998832e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.5,8.26590842881163e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.55,8.82962621191007e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.6,9.391347057396916e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.65,9.989543719069534e-4
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.7,0.0010658657587775389
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.75,0.0011338540902806722
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.8,0.0012315631536269607
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.85,0.001339013607621057
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.9,0.001482432714507437
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.95,0.001738156128256435
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.975,0.00193369047041185
2026-05-02,12,2,wk inc rsv prop ed visits,2026-05-16,quantile,0.99,0.002223865437791481
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.01,1.451302115035786e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.025,1.9600101039327222e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.05,2.5381128047127213e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.1,3.332324138021354e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.15,3.9862628739950184e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.2,4.498608916196613e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.25,5.00467138965288e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.3,5.480517115930626e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.35,5.962741640160316e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.4,6.380335392041064e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.45,6.806930887803373e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.5,7.324475086904641e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.55,7.882321725928391e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.6,8.418871198537345e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.65,9.062236703423552e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.7,9.79273554833638e-4
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.75,0.0010586405087130702
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.8,0.0011519703487503337
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.85,0.0012590794322270915
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.9,0.0014190356645313765
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.95,0.0016707977874968968
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.975,0.0019145266587296105
2026-05-02,12,3,wk inc rsv prop ed visits,2026-05-23,quantile,0.99,0.002301274568594438
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.01,2.684273551036373e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.025,3.1898075631151283e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.05,3.5669840076406e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.1,4.1388317875517763e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.15,4.5299703852952393e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.2,4.858935804806831e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.25,5.178537823197968e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.3,5.462704170199136e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.35,5.717511835172677e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.4,5.987378477727658e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.45,6.257583865657138e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.5,6.521252833337892e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.55,6.802483340217516e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.6,7.132243701500197e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.65,7.465322288903089e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.7,7.821240941476599e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.75,8.222063678529782e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.8,8.707797567657626e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.85,9.222804361851775e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.9,9.912015131491615e-4
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.95,0.001102011759904107
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.975,0.0012079214311198356
2026-05-02,13,0,wk inc rsv prop ed visits,2026-05-02,quantile,0.99,0.0013405836138474514
